ACID,ENTITY_CRE_FLG,ACCT_CLS_FLG,ACCT_CLS_DATE,FREZ_CODE,TS_CNT
928906,Y,N,2022-08-25,C,34
928907,Y,N,2022-08-25,C,35
928908,Y,N,2022-08-25,C,36
928909,Y,N,2022-08-25,C,37
928910,Y,N,2022-08-25,C,38
928911,Y,N,2022-08-25,C,39
928912,Y,N,2022-08-25,C,40
928913,Y,N,2022-08-25,C,41
928914,Y,N,2022-08-25,C,42
928915,Y,N,2022-08-25,C,43
928916,Y,N,2022-08-25,C,44
928917,Y,N,2022-08-25,C,45
928918,Y,N,2022-08-25,C,46
928919,Y,N,2022-08-25,C,47
928920,Y,N,2022-08-25,C,48
928921,Y,N,2022-08-25,C,49
928922,Y,N,2022-08-25,C,0
928923,Y,N,2022-08-25,C,1
928924,Y,N,2022-08-25,C,2
928925,Y,N,2022-08-25,C,3
928926,Y,N,2022-08-25,C,4
928927,Y,N,2022-08-25,C,5
928928,Y,N,2022-08-25,C,6
928929,Y,N,2022-08-25,C,7
928930,Y,N,2022-08-25,C,8
928931,Y,N,2022-08-25,C,9
928932,Y,N,2022-08-25,C,10
928933,Y,N,2022-08-25,C,11
928934,Y,N,2022-08-25,C,12
928935,Y,N,2022-08-25,C,13
928936,Y,N,2022-08-25,C,14
928937,Y,N,2022-08-25,C,15
928938,Y,N,2022-08-25,C,16
928939,Y,N,2022-08-25,C,17
928940,Y,N,2022-08-25,C,18
928941,Y,N,2022-08-25,C,19
928942,Y,N,2022-08-25,C,20
928943,Y,N,2022-08-25,C,21
928944,Y,N,2022-08-25,C,22
928945,Y,N,2022-08-25,C,23
928946,Y,N,2022-08-25,C,24
928947,Y,N,2022-08-25,C,25
928948,Y,N,2022-08-25,C,26
928949,Y,N,2022-08-25,C,27
928950,Y,N,2022-08-25,C,28
928951,Y,N,2022-08-25,C,29
928952,Y,N,2022-08-25,C,30
928953,Y,N,2022-08-25,C,31
928954,Y,N,2022-08-25,C,32
928955,Y,N,2022-08-25,C,33
928956,Y,N,2022-08-25,C,34
928957,Y,N,2022-08-25,C,35
928958,Y,N,2022-08-25,C,36
928959,Y,N,2022-08-25,C,37
928960,Y,N,2022-08-25,C,38
928961,Y,N,2022-08-25,C,39
928962,Y,N,2022-08-25,C,40
928963,Y,N,2022-08-25,C,41
928964,Y,N,2022-08-25,C,42
928965,Y,N,2022-08-25,C,43
928966,Y,N,2022-08-25,C,44
928967,Y,N,2022-08-25,C,45
928968,Y,N,2022-08-25,C,46
928969,Y,N,2022-08-25,C,47
928970,Y,N,2022-08-25,C,48
928971,Y,N,2022-08-25,C,49
928972,Y,N,2022-08-25,C,0
928973,Y,N,2022-08-25,C,1
928974,Y,N,2022-08-25,C,2
928975,Y,N,2022-08-25,C,3
928976,Y,N,2022-08-25,C,4
928977,Y,N,2022-08-25,C,5
928978,Y,N,2022-08-25,C,6
928979,Y,N,2022-08-25,C,7
928980,Y,N,2022-08-25,C,8
928981,Y,N,2022-08-25,C,9
928982,Y,N,2022-08-25,C,10
928983,Y,N,2022-08-25,C,11
928984,Y,N,2022-08-25,C,12
928985,Y,N,2022-08-25,C,13
928986,Y,N,2022-08-25,C,14
928987,Y,N,2022-08-25,C,15
928988,Y,N,2022-08-25,C,16
928989,Y,N,2022-08-25,C,17
928990,Y,N,2022-08-25,C,18
928991,Y,N,2022-08-25,C,19
928992,Y,N,2022-08-25,C,20
928993,Y,N,2022-08-25,C,21
928994,Y,N,2022-08-25,C,22
928995,Y,N,2022-08-25,C,23
928996,Y,N,2022-08-25,C,24
928997,Y,N,2022-08-25,C,25
928998,Y,N,2022-08-25,C,26
928999,Y,N,2022-08-25,C,27
929000,Y,N,2022-08-25,C,28
929001,Y,N,2022-08-25,C,29
929002,Y,N,2022-08-25,C,30
929003,Y,N,2022-08-25,C,31
929004,Y,N,2022-08-25,C,32
929005,Y,N,2022-08-25,C,33
929006,Y,N,2022-08-25,C,34
929007,Y,N,2022-08-25,C,35
929008,Y,N,2022-08-25,C,36
929009,Y,N,2022-08-25,C,37
929010,Y,N,2022-08-25,C,38
929011,Y,N,2022-08-25,C,39
929012,Y,N,2022-08-25,C,40
929013,Y,N,2022-08-25,C,41
929014,Y,N,2022-08-25,C,42
929015,Y,N,2022-08-25,C,43
929016,Y,N,2022-08-25,C,44
929017,Y,N,2022-08-25,C,45
929018,Y,N,2022-08-25,C,46
929019,Y,N,2022-08-25,C,47
929020,Y,N,2022-08-25,C,48
929021,Y,N,2022-08-25,C,49
929022,Y,N,2022-08-25,C,0
929023,Y,N,2022-08-25,C,1
929024,Y,N,2022-08-25,C,2
929025,Y,N,2022-08-25,C,3
929026,Y,N,2022-08-25,C,4
929027,Y,N,2022-08-25,C,5
929028,Y,N,2022-08-25,C,6
929029,Y,N,2022-08-25,C,7
929030,Y,N,2022-08-25,C,8
929031,Y,N,2022-08-25,C,9
929032,Y,N,2022-08-25,C,10
929033,Y,N,2022-08-25,C,11
929034,Y,N,2022-08-25,C,12
929035,Y,N,2022-08-25,C,13
929036,Y,N,2022-08-25,C,14
929037,Y,N,2022-08-25,C,15
929038,Y,N,2022-08-25,C,16
929039,Y,N,2022-08-25,C,17
929040,Y,N,2022-08-25,C,18
929041,Y,N,2022-08-25,C,19
929042,Y,N,2022-08-25,C,20
929043,Y,N,2022-08-25,C,21
929044,Y,N,2022-08-25,C,22
929045,Y,N,2022-08-25,C,23
929046,Y,N,2022-08-25,C,24
929047,Y,N,2022-08-25,C,25
929048,Y,N,2022-08-25,C,26
929049,Y,N,2022-08-25,C,27
929050,Y,N,2022-08-25,C,28
929051,Y,N,2022-08-25,C,29
929052,Y,N,2022-08-25,C,30
929053,Y,N,2022-08-25,C,31
929054,Y,N,2022-08-25,C,32
929055,Y,N,2022-08-25,C,33
929056,Y,N,2022-08-25,C,34
929057,Y,N,2022-08-25,C,35
929058,Y,N,2022-08-25,C,36
929059,Y,N,2022-08-25,C,37
929060,Y,N,2022-08-25,C,38
929061,Y,N,2022-08-25,C,39
929062,Y,N,2022-08-25,C,40
929063,Y,N,2022-08-25,C,41
929064,Y,N,2022-08-25,C,42
929065,Y,N,2022-08-25,C,43
929066,Y,N,2022-08-25,C,44
929067,Y,N,2022-08-25,C,45
929068,Y,N,2022-08-25,C,46
929069,Y,N,2022-08-25,C,47
929070,Y,N,2022-08-25,C,48
929071,Y,N,2022-08-25,C,49
929072,Y,N,2022-08-25,C,0
929073,Y,N,2022-08-25,C,1
929074,Y,N,2022-08-25,C,2
929075,Y,N,2022-08-25,C,3
929076,Y,N,2022-08-25,C,4
929077,Y,N,2022-08-25,C,5
929078,Y,N,2022-08-25,C,6
929079,Y,N,2022-08-25,C,7
929080,Y,N,2022-08-25,C,8
929081,Y,N,2022-08-25,C,9
929082,Y,N,2022-08-25,C,10
929083,Y,N,2022-08-25,C,11
929084,Y,N,2022-08-25,C,12
929085,Y,N,2022-08-25,C,13
929086,Y,N,2022-08-25,C,14
929087,Y,N,2022-08-25,C,15
929088,Y,N,2022-08-25,C,16
929089,Y,N,2022-08-25,C,17
929090,Y,N,2022-08-25,C,18
929091,Y,N,2022-08-25,C,19
929092,Y,N,2022-08-25,C,20
929093,Y,N,2022-08-25,C,21
929094,Y,N,2022-08-25,C,22
929095,Y,N,2022-08-25,C,23
929096,Y,N,2022-08-25,C,24
929097,Y,N,2022-08-25,C,25
929098,Y,N,2022-08-25,C,26
929099,Y,N,2022-08-25,C,27
929100,Y,N,2022-08-25,C,28
929101,Y,N,2022-08-25,C,29
929102,Y,N,2022-08-25,C,30
929103,Y,N,2022-08-25,C,31
929104,Y,N,2022-08-25,C,32
929105,Y,N,2022-08-25,C,33
929106,Y,N,2022-08-25,C,34
929107,Y,N,2022-08-25,C,35
929108,Y,N,2022-08-25,C,36
929109,Y,N,2022-08-25,C,37
929110,Y,N,2022-08-25,C,38
929111,Y,N,2022-08-25,C,39
929112,Y,N,2022-08-25,C,40
929113,Y,N,2022-08-25,C,41
929114,Y,N,2022-08-25,C,42
929115,Y,N,2022-08-25,C,43
929116,Y,N,2022-08-25,C,44
929117,Y,N,2022-08-25,C,45
929118,Y,N,2022-08-25,C,46
929119,Y,N,2022-08-25,C,47
929120,Y,N,2022-08-25,C,48
929121,Y,N,2022-08-25,C,49
929122,Y,N,2022-08-25,C,0
929123,Y,N,2022-08-25,C,1
929124,Y,N,2022-08-25,C,2
929125,Y,N,2022-08-25,C,3
929126,Y,N,2022-08-25,C,4
929127,Y,N,2022-08-25,C,5
929128,Y,N,2022-08-25,C,6
929129,Y,N,2022-08-25,C,7
929130,Y,N,2022-08-25,C,8
929131,Y,N,2022-08-25,C,9
929132,Y,N,2022-08-25,C,10
929133,Y,N,2022-08-25,C,11
929134,Y,N,2022-08-25,C,12
929135,Y,N,2022-08-25,C,13
929136,Y,N,2022-08-25,C,14
929137,Y,N,2022-08-25,C,15
929138,Y,N,2022-08-25,C,16
929139,Y,N,2022-08-25,C,17
929140,Y,N,2022-08-25,C,18
929141,Y,N,2022-08-25,C,19
929142,Y,N,2022-08-25,C,20
929143,Y,N,2022-08-25,C,21
929144,Y,N,2022-08-25,C,22
929145,Y,N,2022-08-25,C,23
929146,Y,N,2022-08-25,C,24
929147,Y,N,2022-08-25,C,25
929148,Y,N,2022-08-25,C,26
929149,Y,N,2022-08-25,C,27
929150,Y,N,2022-08-25,C,28
929151,Y,N,2022-08-25,C,29
929152,Y,N,2022-08-25,C,30
929153,Y,N,2022-08-25,C,31
929154,Y,N,2022-08-25,C,32
929155,Y,N,2022-08-25,C,33
929156,Y,N,2022-08-25,C,34
929157,Y,N,2022-08-25,C,35
929158,Y,N,2022-08-25,C,36
929159,Y,N,2022-08-25,C,37
929160,Y,N,2022-08-25,C,38
929161,Y,N,2022-08-25,C,39
929162,Y,N,2022-08-25,C,40
929163,Y,N,2022-08-25,C,41
929164,Y,N,2022-08-25,C,42
929165,Y,N,2022-08-25,C,43
929166,Y,N,2022-08-25,C,44
929167,Y,N,2022-08-25,C,45
929168,Y,N,2022-08-25,C,46
929169,Y,N,2022-08-25,C,47
929170,Y,N,2022-08-25,C,48
929171,Y,N,2022-08-25,C,49
929172,Y,N,2022-08-25,C,0
929173,Y,N,2022-08-25,C,1
929174,Y,N,2022-08-25,C,2
929175,Y,N,2022-08-25,C,3
929176,Y,N,2022-08-25,C,4
929177,Y,N,2022-08-25,C,5
929178,Y,N,2022-08-25,C,6
929179,Y,N,2022-08-25,C,7
929180,Y,N,2022-08-25,C,8
929181,Y,N,2022-08-25,C,9
929182,Y,N,2022-08-25,C,10
929183,Y,N,2022-08-25,C,11
929184,Y,N,2022-08-25,C,12
929185,Y,N,2022-08-25,C,13
929186,Y,N,2022-08-25,C,14
929187,Y,N,2022-08-25,C,15
929188,Y,N,2022-08-25,C,16
929189,Y,N,2022-08-25,C,17
929190,Y,N,2022-08-25,C,18
929191,Y,N,2022-08-25,C,19
929192,Y,N,2022-08-25,C,20
929193,Y,N,2022-08-25,C,21
929194,Y,N,2022-08-25,C,22
929195,Y,N,2022-08-25,C,23
929196,Y,N,2022-08-25,C,24
929197,Y,N,2022-08-25,C,25
929198,Y,N,2022-08-25,C,26
929199,Y,N,2022-08-25,C,27
929200,Y,N,2022-08-25,C,28
929201,Y,N,2022-08-25,C,29
929202,Y,N,2022-08-25,C,30
929203,Y,N,2022-08-25,C,31
929204,Y,N,2022-08-25,C,32
929205,Y,N,2022-08-25,C,33
929206,Y,N,2022-08-25,C,34
929207,Y,N,2022-08-25,C,35
929208,Y,N,2022-08-25,C,36
929209,Y,N,2022-08-25,C,37
929210,Y,N,2022-08-25,C,38
929211,Y,N,2022-08-25,C,39
929212,Y,N,2022-08-25,C,40
929213,Y,N,2022-08-25,C,41
929214,Y,N,2022-08-25,C,42
929215,Y,N,2022-08-25,C,43
929216,Y,N,2022-08-25,C,44
929217,Y,N,2022-08-25,C,45
929218,Y,N,2022-08-25,C,46
929219,Y,N,2022-08-25,C,47
929220,Y,N,2022-08-25,C,48
929221,Y,N,2022-08-25,C,49
929222,Y,N,2022-08-25,C,0
929223,Y,N,2022-08-25,C,1
929224,Y,N,2022-08-25,C,2
929225,Y,N,2022-08-25,C,3
929226,Y,N,2022-08-25,C,4
929227,Y,N,2022-08-25,C,5
929228,Y,N,2022-08-25,C,6
929229,Y,N,2022-08-25,C,7
929230,Y,N,2022-08-25,C,8
929231,Y,N,2022-08-25,C,9
929232,Y,N,2022-08-25,C,10
929233,Y,N,2022-08-25,C,11
929234,Y,N,2022-08-25,C,12
929235,Y,N,2022-08-25,C,13
929236,Y,N,2022-08-25,C,14
929237,Y,N,2022-08-25,C,15
929238,Y,N,2022-08-25,C,16
929239,Y,N,2022-08-25,C,17
929240,Y,N,2022-08-25,C,18
929241,Y,N,2022-08-25,C,19
929242,Y,N,2022-08-25,C,20
929243,Y,N,2022-08-25,C,21
929244,Y,N,2022-08-25,C,22
929245,Y,N,2022-08-25,C,23
929246,Y,N,2022-08-25,C,24
929247,Y,N,2022-08-25,C,25
929248,Y,N,2022-08-25,C,26
929249,Y,N,2022-08-25,C,27
929250,Y,N,2022-08-25,C,28
929251,Y,N,2022-08-25,C,29
929252,Y,N,2022-08-25,C,30
929253,Y,N,2022-08-25,C,31
929254,Y,N,2022-08-25,C,32
929255,Y,N,2022-08-25,C,33
929256,Y,N,2022-08-25,C,34
929257,Y,N,2022-08-25,C,35
929258,Y,N,2022-08-25,C,36
929259,Y,N,2022-08-25,C,37
929260,Y,N,2022-08-25,C,38
929261,Y,N,2022-08-25,C,39
929262,Y,N,2022-08-25,C,40
929263,Y,N,2022-08-25,C,41
929264,Y,N,2022-08-25,C,42
929265,Y,N,2022-08-25,C,43
929266,Y,N,2022-08-25,C,44
929267,Y,N,2022-08-25,C,45
929268,Y,N,2022-08-25,C,46
929269,Y,N,2022-08-25,C,47
929270,Y,N,2022-08-25,C,48
929271,Y,N,2022-08-25,C,49
929272,Y,N,2022-08-25,C,0
929273,Y,N,2022-08-25,C,1
929274,Y,N,2022-08-25,C,2
929275,Y,N,2022-08-25,C,3
929276,Y,N,2022-08-25,C,4
929277,Y,N,2022-08-25,C,5
929278,Y,N,2022-08-25,C,6
929279,Y,N,2022-08-25,C,7
929280,Y,N,2022-08-25,C,8
929281,Y,N,2022-08-25,C,9
929282,Y,N,2022-08-25,C,10
929283,Y,N,2022-08-25,C,11
929284,Y,N,2022-08-25,C,12
929285,Y,N,2022-08-25,C,13
929286,Y,N,2022-08-25,C,14
929287,Y,N,2022-08-25,C,15
929288,Y,N,2022-08-25,C,16
929289,Y,N,2022-08-25,C,17
929290,Y,N,2022-08-25,C,18
929291,Y,N,2022-08-25,C,19
929292,Y,N,2022-08-25,C,20
929293,Y,N,2022-08-25,C,21
929294,Y,N,2022-08-25,C,22
929295,Y,N,2022-08-25,C,23
929296,Y,N,2022-08-25,C,24
929297,Y,N,2022-08-25,C,25
929298,Y,N,2022-08-25,C,26
929299,Y,N,2022-08-25,C,27
929300,Y,N,2022-08-25,C,28
929301,Y,N,2022-08-25,C,29
929302,Y,N,2022-08-25,C,30
929303,Y,N,2022-08-25,C,31
929304,Y,N,2022-08-25,C,32
929305,Y,N,2022-08-25,C,33
929306,Y,N,2022-08-25,C,34
929307,Y,N,2022-08-25,C,35
929308,Y,N,2022-08-25,C,36
929309,Y,N,2022-08-25,C,37
929310,Y,N,2022-08-25,C,38
929311,Y,N,2022-08-25,C,39
929312,Y,N,2022-08-25,C,40
929313,Y,N,2022-08-25,C,41
929314,Y,N,2022-08-25,C,42
929315,Y,N,2022-08-25,C,43
929316,Y,N,2022-08-25,C,44
929317,Y,N,2022-08-25,C,45
929318,Y,N,2022-08-25,C,46
929319,Y,N,2022-08-25,C,47
929320,Y,N,2022-08-25,C,48
929321,Y,N,2022-08-25,C,49
929322,Y,N,2022-08-25,C,0
929323,Y,N,2022-08-25,C,1
929324,Y,N,2022-08-25,C,2
929325,Y,N,2022-08-25,C,3
929326,Y,N,2022-08-25,C,4
929327,Y,N,2022-08-25,C,5
929328,Y,N,2022-08-25,C,6
929329,Y,N,2022-08-25,C,7
929330,Y,N,2022-08-25,C,8
929331,Y,N,2022-08-25,C,9
929332,Y,N,2022-08-25,C,10
929333,Y,N,2022-08-25,C,11
929334,Y,N,2022-08-25,C,12
929335,Y,N,2022-08-25,C,13
929336,Y,N,2022-08-25,C,14
929337,Y,N,2022-08-25,C,15
929338,Y,N,2022-08-25,C,16
929339,Y,N,2022-08-25,C,17
929340,Y,N,2022-08-25,C,18
929341,Y,N,2022-08-25,C,19
929342,Y,N,2022-08-25,C,20
929343,Y,N,2022-08-25,C,21
929344,Y,N,2022-08-25,C,22
929345,Y,N,2022-08-25,C,23
929346,Y,N,2022-08-25,C,24
929347,Y,N,2022-08-25,C,25
929348,Y,N,2022-08-25,C,26
929349,Y,N,2022-08-25,C,27
929350,Y,N,2022-08-25,C,28
929351,Y,N,2022-08-25,C,29
929352,Y,N,2022-08-25,C,30
929353,Y,N,2022-08-25,C,31
929354,Y,N,2022-08-25,C,32
929355,Y,N,2022-08-25,C,33
929356,Y,N,2022-08-25,C,34
929357,Y,N,2022-08-25,C,35
929358,Y,N,2022-08-25,C,36
929359,Y,N,2022-08-25,C,37
929360,Y,N,2022-08-25,C,38
929361,Y,N,2022-08-25,C,39
929362,Y,N,2022-08-25,C,40
929363,Y,N,2022-08-25,C,41
929364,Y,N,2022-08-25,C,42
929365,Y,N,2022-08-25,C,43
929366,Y,N,2022-08-25,C,44
929367,Y,N,2022-08-25,C,45
929368,Y,N,2022-08-25,C,46
929369,Y,N,2022-08-25,C,47
929370,Y,N,2022-08-25,C,48
929371,Y,N,2022-08-25,C,49
929372,Y,N,2022-08-25,C,0
929373,Y,N,2022-08-25,C,1
929374,Y,N,2022-08-25,C,2
929375,Y,N,2022-08-25,C,3
929376,Y,N,2022-08-25,C,4
929377,Y,N,2022-08-25,C,5
929378,Y,N,2022-08-25,C,6
929379,Y,N,2022-08-25,C,7
929380,Y,N,2022-08-25,C,8
929381,Y,N,2022-08-25,C,9
929382,Y,N,2022-08-25,C,10
929383,Y,N,2022-08-25,C,11
929384,Y,N,2022-08-25,C,12
929385,Y,N,2022-08-25,C,13
929386,Y,N,2022-08-25,C,14
929387,Y,N,2022-08-25,C,15
929388,Y,N,2022-08-25,C,16
929389,Y,N,2022-08-25,C,17
929390,Y,N,2022-08-25,C,18
929391,Y,N,2022-08-25,C,19
929392,Y,N,2022-08-25,C,20
929393,Y,N,2022-08-25,C,21
929394,Y,N,2022-08-25,C,22
929395,Y,N,2022-08-25,C,23
929396,Y,N,2022-08-25,C,24
929397,Y,N,2022-08-25,C,25
929398,Y,N,2022-08-25,C,26
929399,Y,N,2022-08-25,C,27
929400,Y,N,2022-08-25,C,28
929401,Y,N,2022-08-25,C,29
929402,Y,N,2022-08-25,C,30
929403,Y,N,2022-08-25,C,31
929404,Y,N,2022-08-25,C,32
929405,Y,N,2022-08-25,C,33
929406,Y,N,2022-08-25,C,34
929407,Y,N,2022-08-25,C,35
929408,Y,N,2022-08-25,C,36
929409,Y,N,2022-08-25,C,37
929410,Y,N,2022-08-25,C,38
929411,Y,N,2022-08-25,C,39
929412,Y,N,2022-08-25,C,40
929413,Y,N,2022-08-25,C,41
929414,Y,N,2022-08-25,C,42
929415,Y,N,2022-08-25,C,43
929416,Y,N,2022-08-25,C,44
929417,Y,N,2022-08-25,C,45
929418,Y,N,2022-08-25,C,46
929419,Y,N,2022-08-25,C,47
929420,Y,N,2022-08-25,C,48
929421,Y,N,2022-08-25,C,49
929422,Y,N,2022-08-25,C,0
929423,Y,N,2022-08-25,C,1
929424,Y,N,2022-08-25,C,2
929425,Y,N,2022-08-25,C,3
929426,Y,N,2022-08-25,C,4
929427,Y,N,2022-08-25,C,5
929428,Y,N,2022-08-25,C,6
929429,Y,N,2022-08-25,C,7
929430,Y,N,2022-08-25,C,8
929431,Y,N,2022-08-25,C,9
929432,Y,N,2022-08-25,C,10
929433,Y,N,2022-08-25,C,11
929434,Y,N,2022-08-25,C,12
929435,Y,N,2022-08-25,C,13
929436,Y,N,2022-08-25,C,14
929437,Y,N,2022-08-25,C,15
929438,Y,N,2022-08-25,C,16
929439,Y,N,2022-08-25,C,17
929440,Y,N,2022-08-25,C,18
929441,Y,N,2022-08-25,C,19
929442,Y,N,2022-08-25,C,20
929443,Y,N,2022-08-25,C,21
929444,Y,N,2022-08-25,C,22
929445,Y,N,2022-08-25,C,23
929446,Y,N,2022-08-25,C,24
929447,Y,N,2022-08-25,C,25
929448,Y,N,2022-08-25,C,26
929449,Y,N,2022-08-25,C,27
929450,Y,N,2022-08-25,C,28
929451,Y,N,2022-08-25,C,29
929452,Y,N,2022-08-25,C,30
929453,Y,N,2022-08-25,C,31
929454,Y,N,2022-08-25,C,32
929455,Y,N,2022-08-25,C,33
929456,Y,N,2022-08-25,C,34
929457,Y,N,2022-08-25,C,35
929458,Y,N,2022-08-25,C,36
929459,Y,N,2022-08-25,C,37
929460,Y,N,2022-08-25,C,38
929461,Y,N,2022-08-25,C,39
929462,Y,N,2022-08-25,C,40
929463,Y,N,2022-08-25,C,41
929464,Y,N,2022-08-25,C,42
929465,Y,N,2022-08-25,C,43
929466,Y,N,2022-08-25,C,44
929467,Y,N,2022-08-25,C,45
929468,Y,N,2022-08-25,C,46
929469,Y,N,2022-08-25,C,47
929470,Y,N,2022-08-25,C,48
929471,Y,N,2022-08-25,C,49
929472,Y,N,2022-08-25,C,0
929473,Y,N,2022-08-25,C,1
929474,Y,N,2022-08-25,C,2
929475,Y,N,2022-08-25,C,3
929476,Y,N,2022-08-25,C,4
929477,Y,N,2022-08-25,C,5
929478,Y,N,2022-08-25,C,6
929479,Y,N,2022-08-25,C,7
929480,Y,N,2022-08-25,C,8
929481,Y,N,2022-08-25,C,9
929482,Y,N,2022-08-25,C,10
929483,Y,N,2022-08-25,C,11
929484,Y,N,2022-08-25,C,12
929485,Y,N,2022-08-25,C,13
929486,Y,N,2022-08-25,C,14
929487,Y,N,2022-08-25,C,15
929488,Y,N,2022-08-25,C,16
929489,Y,N,2022-08-25,C,17
929490,Y,N,2022-08-25,C,18
929491,Y,N,2022-08-25,C,19
929492,Y,N,2022-08-25,C,20
929493,Y,N,2022-08-25,C,21
929494,Y,N,2022-08-25,C,22
929495,Y,N,2022-08-25,C,23
929496,Y,N,2022-08-25,C,24
929497,Y,N,2022-08-25,C,25
929498,Y,N,2022-08-25,C,26
929499,Y,N,2022-08-25,C,27
929500,Y,N,2022-08-25,C,28
929501,Y,N,2022-08-25,C,29
929502,Y,N,2022-08-25,C,30
929503,Y,N,2022-08-25,C,31
929504,Y,N,2022-08-25,C,32
929505,Y,N,2022-08-25,C,33
929506,Y,N,2022-08-25,C,34
929507,Y,N,2022-08-25,C,35
929508,Y,N,2022-08-25,C,36
929509,Y,N,2022-08-25,C,37
929510,Y,N,2022-08-25,C,38
929511,Y,N,2022-08-25,C,39
929512,Y,N,2022-08-25,C,40
929513,Y,N,2022-08-25,C,41
929514,Y,N,2022-08-25,C,42
929515,Y,N,2022-08-25,C,43
929516,Y,N,2022-08-25,C,44
929517,Y,N,2022-08-25,C,45
929518,Y,N,2022-08-25,C,46
929519,Y,N,2022-08-25,C,47
929520,Y,N,2022-08-25,C,48
929521,Y,N,2022-08-25,C,49
929522,Y,N,2022-08-25,C,0
929523,Y,N,2022-08-25,C,1
929524,Y,N,2022-08-25,C,2
929525,Y,N,2022-08-25,C,3
929526,Y,N,2022-08-25,C,4
929527,Y,N,2022-08-25,C,5
929528,Y,N,2022-08-25,C,6
929529,Y,N,2022-08-25,C,7
929530,Y,N,2022-08-25,C,8
929531,Y,N,2022-08-25,C,9
929532,Y,N,2022-08-25,C,10
929533,Y,N,2022-08-25,C,11
929534,Y,N,2022-08-25,C,12
929535,Y,N,2022-08-25,C,13
929536,Y,N,2022-08-25,C,14
929537,Y,N,2022-08-25,C,15
929538,Y,N,2022-08-25,C,16
929539,Y,N,2022-08-25,C,17
929540,Y,N,2022-08-25,C,18
929541,Y,N,2022-08-25,C,19
929542,Y,N,2022-08-25,C,20
929543,Y,N,2022-08-25,C,21
929544,Y,N,2022-08-25,C,22
929545,Y,N,2022-08-25,C,23
929546,Y,N,2022-08-25,C,24
929547,Y,N,2022-08-25,C,25
929548,Y,N,2022-08-25,C,26
929549,Y,N,2022-08-25,C,27
929550,Y,N,2022-08-25,C,28
929551,Y,N,2022-08-25,C,29
929552,Y,N,2022-08-25,C,30
929553,Y,N,2022-08-25,C,31
929554,Y,N,2022-08-25,C,32
929555,Y,N,2022-08-25,C,33
929556,Y,N,2022-08-25,C,34
929557,Y,N,2022-08-25,C,35
929558,Y,N,2022-08-25,C,36
929559,Y,N,2022-08-25,C,37
929560,Y,N,2022-08-25,C,38
929561,Y,N,2022-08-25,C,39
929562,Y,N,2022-08-25,C,40
929563,Y,N,2022-08-25,C,41
929564,Y,N,2022-08-25,C,42
929565,Y,N,2022-08-25,C,43
929566,Y,N,2022-08-25,C,44
929567,Y,N,2022-08-25,C,45
929568,Y,N,2022-08-25,C,46
929569,Y,N,2022-08-25,C,47
929570,Y,N,2022-08-25,C,48
929571,Y,N,2022-08-25,C,49
929572,Y,N,2022-08-25,C,0
929573,Y,N,2022-08-25,C,1
929574,Y,N,2022-08-25,C,2
929575,Y,N,2022-08-25,C,3
929576,Y,N,2022-08-25,C,4
929577,Y,N,2022-08-25,C,5
929578,Y,N,2022-08-25,C,6
929579,Y,N,2022-08-25,C,7
929580,Y,N,2022-08-25,C,8
929581,Y,N,2022-08-25,C,9
929582,Y,N,2022-08-25,C,10
929583,Y,N,2022-08-25,C,11
929584,Y,N,2022-08-25,C,12
929585,Y,N,2022-08-25,C,13
929586,Y,N,2022-08-25,C,14
929587,Y,N,2022-08-25,C,15
929588,Y,N,2022-08-25,C,16
929589,Y,N,2022-08-25,C,17
929590,Y,N,2022-08-25,C,18
929591,Y,N,2022-08-25,C,19
929592,Y,N,2022-08-25,C,20
929593,Y,N,2022-08-25,C,21
929594,Y,N,2022-08-25,C,22
929595,Y,N,2022-08-25,C,23
929596,Y,N,2022-08-25,C,24
929597,Y,N,2022-08-25,C,25
929598,Y,N,2022-08-25,C,26
929599,Y,N,2022-08-25,C,27
929600,Y,N,2022-08-25,C,28
929601,Y,N,2022-08-25,C,29
929602,Y,N,2022-08-25,C,30
929603,Y,N,2022-08-25,C,31
929604,Y,N,2022-08-25,C,32
929605,Y,N,2022-08-25,C,33
929606,Y,N,2022-08-25,C,34
929607,Y,N,2022-08-25,C,35
929608,Y,N,2022-08-25,C,36
929609,Y,N,2022-08-25,C,37
929610,Y,N,2022-08-25,C,38
929611,Y,N,2022-08-25,C,39
929612,Y,N,2022-08-25,C,40
929613,Y,N,2022-08-25,C,41
929614,Y,N,2022-08-25,C,42
929615,Y,N,2022-08-25,C,43
929616,Y,N,2022-08-25,C,44
929617,Y,N,2022-08-25,C,45
929618,Y,N,2022-08-25,C,46
929619,Y,N,2022-08-25,C,47
929620,Y,N,2022-08-25,C,48
929621,Y,N,2022-08-25,C,49
929622,Y,N,2022-08-25,C,0
929623,Y,N,2022-08-25,C,1
929624,Y,N,2022-08-25,C,2
929625,Y,N,2022-08-25,C,3
929626,Y,N,2022-08-25,C,4
929627,Y,N,2022-08-25,C,5
929628,Y,N,2022-08-25,C,6
929629,Y,N,2022-08-25,C,7
929630,Y,N,2022-08-25,C,8
929631,Y,N,2022-08-25,C,9
929632,Y,N,2022-08-25,C,10
929633,Y,N,2022-08-25,C,11
929634,Y,N,2022-08-25,C,12
929635,Y,N,2022-08-25,C,13
929636,Y,N,2022-08-25,C,14
929637,Y,N,2022-08-25,C,15
929638,Y,N,2022-08-25,C,16
